epoch,s_per_epoch,total,contrib_pde,contrib_bc,contrib_ic,contrib_interface,contrib_pde_mech,contrib_bc_mech
458,0.544853,8.192534e+02,1.546082e-02,3.569789e-01,1.217915e+00,1.015496e-05,8.161024e+02,1.560670e+00
459,0.545464,8.166894e+02,1.566134e-02,3.564940e-01,1.215120e+00,1.015704e-05,8.135432e+02,1.558839e+00
460,0.546018,8.141385e+02,1.571605e-02,3.560100e-01,1.212332e+00,1.015921e-05,8.109974e+02,1.557013e+00
461,0.545268,8.116006e+02,1.554664e-02,3.555269e-01,1.209552e+00,1.016150e-05,8.084648e+02,1.555191e+00
462,0.545204,8.090758e+02,1.553628e-02,3.550454e-01,1.206780e+00,1.016373e-05,8.059450e+02,1.553372e+00
463,0.545558,8.065638e+02,1.572871e-02,3.545657e-01,1.204016e+00,1.016588e-05,8.034379e+02,1.551556e+00
464,0.545907,8.040646e+02,1.579362e-02,3.540870e-01,1.201261e+00,1.016811e-05,8.009437e+02,1.549746e+00
465,0.544537,8.015781e+02,1.568991e-02,3.536095e-01,1.198515e+00,1.017044e-05,7.984623e+02,1.547941e+00
466,0.545540,7.991042e+02,1.572073e-02,3.531336e-01,1.195777e+00,1.017273e-05,7.959934e+02,1.546141e+00
467,0.545832,7.966428e+02,1.590865e-02,3.526596e-01,1.193048e+00,1.017496e-05,7.935368e+02,1.544345e+00
468,0.545624,7.941938e+02,1.598869e-02,3.521868e-01,1.190328e+00,1.017726e-05,7.910927e+02,1.542555e+00
469,0.552686,7.917571e+02,1.593711e-02,3.517153e-01,1.187616e+00,1.017965e-05,7.886611e+02,1.540771e+00
470,0.549433,7.893327e+02,1.599290e-02,3.512455e-01,1.184914e+00,1.018200e-05,7.862416e+02,1.538992e+00
471,0.561734,7.869204e+02,1.616881e-02,3.507774e-01,1.182220e+00,1.018430e-05,7.838340e+02,1.537216e+00
472,0.545374,7.845202e+02,1.625261e-02,3.503105e-01,1.179534e+00,1.018665e-05,7.814386e+02,1.535446e+00
473,0.544589,7.821319e+02,1.622692e-02,3.498447e-01,1.176856e+00,1.018907e-05,7.790553e+02,1.533679e+00
474,0.546928,7.797555e+02,1.628008e-02,3.493803e-01,1.174185e+00,1.019144e-05,7.766838e+02,1.531916e+00
475,0.546704,7.773909e+02,1.642036e-02,3.489171e-01,1.171522e+00,1.019375e-05,7.743239e+02,1.530155e+00
476,0.544934,7.750380e+02,1.647571e-02,3.484545e-01,1.168864e+00,1.019610e-05,7.719758e+02,1.528396e+00
477,0.546555,7.726967e+02,1.642664e-02,3.479923e-01,1.166211e+00,1.019848e-05,7.696394e+02,1.526639e+00
478,0.546949,7.703668e+02,1.641441e-02,3.475303e-01,1.163561e+00,1.020080e-05,7.673144e+02,1.524881e+00
479,0.555820,7.680484e+02,1.643234e-02,3.470681e-01,1.160912e+00,1.020304e-05,7.650008e+02,1.523122e+00
480,0.545769,7.657412e+02,1.631521e-02,3.466047e-01,1.158262e+00,1.020527e-05,7.626987e+02,1.521361e+00
481,0.545095,7.634452e+02,1.599232e-02,3.461389e-01,1.155606e+00,1.020748e-05,7.604078e+02,1.519593e+00
482,0.545120,7.611601e+02,1.547964e-02,3.456697e-01,1.152939e+00,1.020958e-05,7.581282e+02,1.517815e+00
483,0.544798,7.588857e+02,1.463902e-02,3.451951e-01,1.150254e+00,1.021153e-05,7.558596e+02,1.516022e+00
484,0.544863,7.566221e+02,1.344517e-02,3.447136e-01,1.147545e+00,1.021337e-05,7.536022e+02,1.514210e+00
485,0.552122,7.543711e+02,1.358643e-02,3.442286e-01,1.144827e+00,1.021524e-05,7.513561e+02,1.512389e+00
486,0.553078,7.521332e+02,1.534638e-02,3.437664e-01,1.142199e+00,1.021777e-05,7.491212e+02,1.510634e+00
487,0.567176,7.499011e+02,1.219786e-02,3.433587e-01,1.139777e+00,1.022133e-05,7.468967e+02,1.509027e+00
488,0.554153,7.476819e+02,1.236125e-02,3.429662e-01,1.137402e+00,1.022420e-05,7.446817e+02,1.507448e+00
489,0.562113,7.454744e+02,1.356115e-02,3.425674e-01,1.135005e+00,1.022688e-05,7.424774e+02,1.505856e+00
490,0.557681,7.432775e+02,1.275128e-02,3.421489e-01,1.132556e+00,1.023034e-05,7.402858e+02,1.504234e+00
491,0.549137,7.410907e+02,1.193361e-02,3.417166e-01,1.130061e+00,1.023342e-05,7.381044e+02,1.502578e+00
492,0.547475,7.389134e+02,1.202079e-02,3.412753e-01,1.127524e+00,1.023533e-05,7.359317e+02,1.500883e+00
493,0.553802,7.367466e+02,1.231076e-02,3.408237e-01,1.124953e+00,1.023697e-05,7.337694e+02,1.499161e+00
494,0.546109,7.345911e+02,1.180523e-02,3.403659e-01,1.122376e+00,1.023951e-05,7.316191e+02,1.497441e+00
495,0.546751,7.324469e+02,1.195871e-02,3.399274e-01,1.119875e+00,1.024253e-05,7.294793e+02,1.495775e+00
496,0.545425,7.303105e+02,1.089857e-02,3.395264e-01,1.117506e+00,1.024545e-05,7.273484e+02,1.494195e+00
497,0.544979,7.281853e+02,1.178778e-02,3.391390e-01,1.115180e+00,1.024792e-05,7.252265e+02,1.492640e+00
498,0.545665,7.260709e+02,1.229853e-02,3.387419e-01,1.112831e+00,1.025093e-05,7.231159e+02,1.491070e+00
499,0.545013,7.239660e+02,1.117556e-02,3.383294e-01,1.110439e+00,1.025449e-05,7.210165e+02,1.489474e+00
500,0.546463,7.218705e+02,1.083272e-02,3.379069e-01,1.108006e+00,1.025720e-05,7.189260e+02,1.487840e+00
501,0.554609,7.197847e+02,1.153798e-02,3.374779e-01,1.105542e+00,1.025904e-05,7.168440e+02,1.486176e+00
502,0.546166,7.177095e+02,1.207499e-02,3.370463e-01,1.103080e+00,1.026137e-05,7.147727e+02,1.484515e+00
503,0.547730,7.156439e+02,1.126216e-02,3.366273e-01,1.100676e+00,1.026470e-05,7.127125e+02,1.482903e+00
504,0.552264,7.135874e+02,1.052696e-02,3.362306e-01,1.098351e+00,1.026787e-05,7.106610e+02,1.481343e+00
505,0.547024,7.115407e+02,1.128021e-02,3.358438e-01,1.096053e+00,1.027027e-05,7.086177e+02,1.479794e+00
506,0.546755,7.095040e+02,1.210914e-02,3.354512e-01,1.093741e+00,1.027287e-05,7.065844e+02,1.478237e+00
507,0.547645,7.074763e+02,1.097442e-02,3.350458e-01,1.091399e+00,1.027627e-05,7.045622e+02,1.476666e+00
508,0.545786,7.054579e+02,1.048751e-02,3.346327e-01,1.089028e+00,1.027918e-05,7.025487e+02,1.475070e+00
509,0.544348,7.034488e+02,1.127170e-02,3.342179e-01,1.086643e+00,1.028121e-05,7.005432e+02,1.473457e+00
510,0.547814,7.014495e+02,1.212092e-02,3.338075e-01,1.084281e+00,1.028355e-05,6.985474e+02,1.471861e+00
511,0.548845,6.996399e+02,1.927615e-01,3.334084e-01,1.081974e+00,1.028693e-05,6.965614e+02,1.470311e+00
512,0.554832,6.974765e+02,1.856110e-02,3.340826e-01,1.084068e+00,1.032851e-05,6.945672e+02,1.472596e+00
513,0.560169,6.955642e+02,1.410323e-02,3.346522e-01,1.085717e+00,1.036330e-05,6.926553e+02,1.474477e+00
514,0.555421,6.936584e+02,9.437918e-03,3.351225e-01,1.086957e+00,1.039289e-05,6.907509e+02,1.475986e+00
515,0.546563,6.917461e+02,1.001009e-02,3.354947e-01,1.087797e+00,1.041166e-05,6.888357e+02,1.477121e+00
516,0.544987,6.898168e+02,1.157810e-02,3.357762e-01,1.088271e+00,1.042293e-05,6.869032e+02,1.477909e+00
517,0.544468,6.878752e+02,1.460026e-02,3.359748e-01,1.088414e+00,1.042779e-05,6.849579e+02,1.478381e+00
518,0.546255,6.859247e+02,2.979226e-02,3.360981e-01,1.088261e+00,1.042779e-05,6.829919e+02,1.478573e+00
519,0.544346,6.839766e+02,3.104704e-02,3.364305e-01,1.088970e+00,1.043451e-05,6.810407e+02,1.479497e+00
520,0.548031,6.821380e+02,1.065212e-01,3.367542e-01,1.089660e+00,1.044205e-05,6.791246e+02,1.480405e+00
521,0.546804,6.801721e+02,1.003038e-02,3.377490e-01,1.093014e+00,1.048168e-05,6.772478e+02,1.483485e+00
522,0.545205,6.783523e+02,8.789402e-03,3.386036e-01,1.095794e+00,1.051502e-05,6.754231e+02,1.486063e+00
523,0.547162,6.765233e+02,1.232726e-02,3.393251e-01,1.098036e+00,1.054153e-05,6.735854e+02,1.488164e+00
524,0.548811,6.746727e+02,1.308597e-02,3.399243e-01,1.099786e+00,1.056140e-05,6.717300e+02,1.489828e+00
525,0.551459,6.728050e+02,1.328167e-02,3.404125e-01,1.101092e+00,1.057522e-05,6.698591e+02,1.491094e+00
526,0.546249,6.709276e+02,1.351654e-02,3.408008e-01,1.102000e+00,1.058387e-05,6.679792e+02,1.492010e+00
527,0.552950,6.690483e+02,1.351999e-02,3.411007e-01,1.102556e+00,1.058848e-05,6.660985e+02,1.492625e+00
528,0.556397,6.671733e+02,1.207660e-02,3.413242e-01,1.102807e+00,1.059029e-05,6.642240e+02,1.492991e+00
529,0.560918,6.653101e+02,1.218828e-02,3.414804e-01,1.102790e+00,1.059047e-05,6.623605e+02,1.493150e+00
530,0.547750,6.634594e+02,1.235047e-02,3.415784e-01,1.102540e+00,1.059009e-05,6.605098e+02,1.493143e+00
531,0.546778,6.616217e+02,1.358817e-02,3.416261e-01,1.102087e+00,1.058919e-05,6.586714e+02,1.493002e+00
532,0.570492,6.597946e+02,1.545236e-02,3.416328e-01,1.101482e+00,1.059023e-05,6.568432e+02,1.492814e+00
533,0.565559,6.579762e+02,1.625513e-02,3.416012e-01,1.100722e+00,1.059267e-05,6.550251e+02,1.492544e+00
534,0.548265,6.561669e+02,1.687782e-02,3.415353e-01,1.099822e+00,1.059650e-05,6.532165e+02,1.492202e+00
535,0.551426,6.543668e+02,1.744346e-02,3.414380e-01,1.098792e+00,1.060096e-05,6.514173e+02,1.491791e+00
536,0.547778,6.525759e+02,1.798827e-02,3.413117e-01,1.097642e+00,1.060580e-05,6.496276e+02,1.491312e+00
537,0.548027,6.507943e+02,1.852373e-02,3.411579e-01,1.096376e+00,1.061079e-05,6.478474e+02,1.490762e+00
538,0.549536,6.490215e+02,1.905283e-02,3.409780e-01,1.095002e+00,1.061555e-05,6.460763e+02,1.490140e+00
539,0.546986,6.472567e+02,1.956861e-02,3.407734e-01,1.093526e+00,1.061973e-05,6.443134e+02,1.489439e+00
540,0.549116,6.454993e+02,2.001503e-02,3.405454e-01,1.091952e+00,1.062313e-05,6.425581e+02,1.488661e+00
541,0.549742,6.437479e+02,1.975264e-02,3.402956e-01,1.090291e+00,1.062566e-05,6.408097e+02,1.487806e+00
542,0.548432,6.420037e+02,1.999281e-02,3.400293e-01,1.088577e+00,1.062767e-05,6.390681e+02,1.486941e+00
543,0.546620,6.402669e+02,2.125906e-02,3.397441e-01,1.086780e+00,1.062866e-05,6.373332e+02,1.485977e+00
544,0.544760,6.385365e+02,2.245630e-02,3.394429e-01,1.084910e+00,1.062867e-05,6.356047e+02,1.484918e+00
545,0.547314,6.368104e+02,2.206725e-02,3.391297e-01,1.082977e+00,1.062753e-05,6.338825e+02,1.483771e+00
546,0.550012,6.350836e+02,1.640387e-02,3.388116e-01,1.080994e+00,1.062439e-05,6.321649e+02,1.482536e+00
547,0.545421,6.334213e+02,6.818739e-02,3.384926e-01,1.078972e+00,1.061922e-05,6.304544e+02,1.481225e+00
548,0.546785,6.316886e+02,1.831962e-02,3.380763e-01,1.076891e+00,1.063645e-05,6.287753e+02,1.480036e+00
549,0.545983,6.300157e+02,2.331846e-02,3.376716e-01,1.074782e+00,1.064849e-05,6.271012e+02,1.478747e+00
550,0.545261,6.283418e+02,2.388709e-02,3.372709e-01,1.072639e+00,1.065656e-05,6.254307e+02,1.477363e+00
551,0.545472,6.266717e+02,2.397300e-02,3.368704e-01,1.070465e+00,1.066137e-05,6.237645e+02,1.475892e+00
552,0.547931,6.250062e+02,2.421923e-02,3.364694e-01,1.068261e+00,1.066325e-05,6.221029e+02,1.474342e+00
553,0.546067,6.233454e+02,2.437901e-02,3.360686e-01,1.066031e+00,1.066249e-05,6.204462e+02,1.472725e+00
554,0.547189,6.216883e+02,2.299889e-02,3.356700e-01,1.063782e+00,1.065923e-05,6.187947e+02,1.471053e+00
555,0.546475,6.200316e+02,1.768249e-02,3.352785e-01,1.061522e+00,1.065309e-05,6.171478e+02,1.469338e+00
556,0.544900,6.184353e+02,6.468965e-02,3.348921e-01,1.059256e+00,1.064550e-05,6.155088e+02,1.467604e+00
557,0.549877,6.167758e+02,2.002101e-02,3.344192e-01,1.056960e+00,1.065979e-05,6.138983e+02,1.466042e+00
558,0.547540,6.151679e+02,2.398450e-02,3.339638e-01,1.054662e+00,1.066936e-05,6.122909e+02,1.464440e+00
559,0.544805,6.135582e+02,2.284264e-02,3.335162e-01,1.052352e+00,1.067584e-05,6.106867e+02,1.462806e+00
560,0.549167,6.119516e+02,2.042865e-02,3.330716e-01,1.050029e+00,1.067993e-05,6.090869e+02,1.461150e+00
561,0.549697,6.103519e+02,2.017281e-02,3.326293e-01,1.047690e+00,1.068195e-05,6.074919e+02,1.459465e+00
562,0.550020,6.087574e+02,2.021159e-02,3.321888e-01,1.045338e+00,1.068218e-05,6.059019e+02,1.457755e+00
563,0.547848,6.071685e+02,2.047898e-02,3.317506e-01,1.042974e+00,1.068091e-05,6.043173e+02,1.456027e+00
564,0.547990,6.055852e+02,2.075400e-02,3.313154e-01,1.040604e+00,1.067845e-05,6.027382e+02,1.454289e+00
565,0.547846,6.040064e+02,2.018378e-02,3.308853e-01,1.038233e+00,1.067490e-05,6.011646e+02,1.452548e+00
566,0.547533,6.024286e+02,1.603618e-02,3.304639e-01,1.035866e+00,1.066990e-05,5.995955e+02,1.450808e+00
567,0.547475,6.008705e+02,2.763094e-02,3.300568e-01,1.033510e+00,1.066271e-05,5.980302e+02,1.449069e+00
568,0.544821,5.993081e+02,1.894064e-02,3.296114e-01,1.031153e+00,1.066688e-05,5.964809e+02,1.447438e+00
569,0.545148,5.977618e+02,1.504284e-02,3.291525e-01,1.028801e+00,1.067576e-05,5.949430e+02,1.445858e+00
570,0.545943,5.962244e+02,1.687561e-02,3.287111e-01,1.026457e+00,1.068073e-05,5.934080e+02,1.444255e+00
571,0.546363,5.946859e+02,1.545419e-02,3.282846e-01,1.024118e+00,1.068174e-05,5.918754e+02,1.442618e+00
572,0.546559,5.931510e+02,1.556400e-02,3.278717e-01,1.021783e+00,1.067903e-05,5.903448e+02,1.440948e+00
573,0.544476,5.916403e+02,3.134092e-02,3.274528e-01,1.019447e+00,1.067760e-05,5.888228e+02,1.439283e+00
574,0.546064,5.901174e+02,1.482035e-02,3.269878e-01,1.017098e+00,1.068754e-05,5.873208e+02,1.437699e+00
575,0.543608,5.886153e+02,1.773249e-02,3.265385e-01,1.014750e+00,1.069271e-05,5.858202e+02,1.436064e+00
576,0.543336,5.871102e+02,1.723799e-02,3.261027e-01,1.012401e+00,1.069335e-05,5.843201e+02,1.434378e+00
577,0.543927,5.856035e+02,1.407730e-02,3.256796e-01,1.010052e+00,1.068992e-05,5.828210e+02,1.432645e+00
578,0.545825,5.841242e+02,3.406441e-02,3.252650e-01,1.007706e+00,1.068405e-05,5.813262e+02,1.430886e+00
579,0.547716,5.826262e+02,1.402203e-02,3.247991e-01,1.005348e+00,1.069136e-05,5.798527e+02,1.429226e+00
580,0.547871,5.811530e+02,1.605283e-02,3.243454e-01,1.002998e+00,1.069575e-05,5.783821e+02,1.427542e+00
581,0.545218,5.796781e+02,1.546076e-02,3.239077e-01,1.000655e+00,1.069609e-05,5.769122e+02,1.425826e+00
582,0.546493,5.782047e+02,1.468104e-02,3.234844e-01,9.983211e-01,1.069297e-05,5.754441e+02,1.424084e+00
583,0.548571,5.767532e+02,2.909462e-02,3.230619e-01,9.959945e-01,1.069023e-05,5.739827e+02,1.422352e+00
584,0.545674,5.752897e+02,1.431384e-02,3.225992e-01,9.936638e-01,1.069849e-05,5.725384e+02,1.420713e+00
585,0.550325,5.738455e+02,1.656211e-02,3.221514e-01,9.913433e-01,1.070326e-05,5.710964e+02,1.419053e+00
586,0.546661,5.723995e+02,1.584149e-02,3.217190e-01,9.890309e-01,1.070403e-05,5.696556e+02,1.417364e+00
587,0.546967,5.709547e+02,1.453228e-02,3.213006e-01,9.867261e-01,1.070120e-05,5.682165e+02,1.415649e+00
588,0.548384,5.695334e+02,3.060637e-02,3.208839e-01,9.844269e-01,1.069817e-05,5.667835e+02,1.413936e+00
589,0.545975,5.680975e+02,1.446791e-02,3.204232e-01,9.821195e-01,1.070678e-05,5.653682e+02,1.412315e+00
590,0.547594,5.666825e+02,1.692098e-02,3.199768e-01,9.798187e-01,1.071167e-05,5.639551e+02,1.410665e+00
591,0.548681,5.652655e+02,1.642117e-02,3.195448e-01,9.775222e-01,1.071244e-05,5.625430e+02,1.408976e+00
592,0.547901,5.638484e+02,1.430005e-02,3.191262e-01,9.752301e-01,1.070953e-05,5.611324e+02,1.407254e+00
593,0.549343,5.624546e+02,3.065151e-02,3.187129e-01,9.729427e-01,1.070541e-05,5.597268e+02,1.405520e+00
594,0.555707,5.610457e+02,1.437034e-02,3.182552e-01,9.706464e-01,1.071312e-05,5.583385e+02,1.403878e+00
595,0.546052,5.596577e+02,1.639137e-02,3.178100e-01,9.683572e-01,1.071784e-05,5.569529e+02,1.402211e+00
596,0.548890,5.582683e+02,1.588963e-02,3.173796e-01,9.660744e-01,1.071864e-05,5.555685e+02,1.400512e+00
597,0.548706,5.568800e+02,1.477637e-02,3.169628e-01,9.637989e-01,1.071600e-05,5.541857e+02,1.398786e+00
598,0.544308,5.555122e+02,2.856403e-02,3.165485e-01,9.615300e-01,1.071318e-05,5.528085e+02,1.397063e+00
599,0.545089,5.541325e+02,1.459360e-02,3.160951e-01,9.592564e-01,1.072103e-05,5.514471e+02,1.395427e+00
600,0.547402,5.527712e+02,1.649828e-02,3.156547e-01,9.569923e-01,1.072578e-05,5.500882e+02,1.393772e+00
601,0.546382,5.514083e+02,1.587058e-02,3.152293e-01,9.547363e-01,1.072660e-05,5.487303e+02,1.392090e+00
602,0.546656,5.500470e+02,1.531119e-02,3.148173e-01,9.524886e-01,1.072397e-05,5.473740e+02,1.390383e+00
603,0.544752,5.487054e+02,2.829726e-02,3.144055e-01,9.502473e-01,1.072165e-05,5.460237e+02,1.388685e+00
604,0.545571,5.473528e+02,1.489542e-02,3.139558e-01,9.480011e-01,1.072965e-05,5.446889e+02,1.387070e+00
605,0.551791,5.460177e+02,1.686435e-02,3.135194e-01,9.457633e-01,1.073427e-05,5.433561e+02,1.385431e+00
606,0.551122,5.446808e+02,1.624054e-02,3.130976e-01,9.435321e-01,1.073491e-05,5.420242e+02,1.383759e+00
607,0.552431,5.433460e+02,1.621814e-02,3.126888e-01,9.413075e-01,1.073207e-05,5.406938e+02,1.382059e+00
608,0.544330,5.420306e+02,2.980825e-02,3.122894e-01,9.391169e-01,1.072955e-05,5.393690e+02,1.380391e+00
609,0.545020,5.407033e+02,1.622768e-02,3.118560e-01,9.369357e-01,1.073767e-05,5.380595e+02,1.378822e+00
610,0.549796,5.393938e+02,1.833404e-02,3.114407e-01,9.347792e-01,1.074266e-05,5.367520e+02,1.377244e+00
611,0.551856,5.380828e+02,1.806084e-02,3.110447e-01,9.326460e-01,1.074386e-05,5.354454e+02,1.375653e+00
612,0.553285,5.367724e+02,1.708044e-02,3.106662e-01,9.305346e-01,1.074173e-05,5.341400e+02,1.374050e+00
613,0.544407,5.354815e+02,3.084916e-02,3.102942e-01,9.284408e-01,1.073911e-05,5.328395e+02,1.372458e+00
614,0.577076,5.341786e+02,1.743656e-02,3.098864e-01,9.263503e-01,1.074710e-05,5.315539e+02,1.370960e+00
615,0.565317,5.328930e+02,1.892134e-02,3.094960e-01,9.242886e-01,1.075245e-05,5.302708e+02,1.369466e+00
616,0.569403,5.316087e+02,2.075697e-02,3.092508e-01,9.226739e-01,1.075726e-05,5.289876e+02,1.368405e+00
617,0.565922,5.303237e+02,2.133612e-02,3.090002e-01,9.210062e-01,1.075804e-05,5.277051e+02,1.367258e+00
618,0.552915,5.290549e+02,3.540099e-02,3.087396e-01,9.192916e-01,1.075666e-05,5.264254e+02,1.366048e+00
619,0.547292,5.277774e+02,2.668361e-02,3.084309e-01,9.175270e-01,1.076413e-05,5.251599e+02,1.364868e+00
620,0.546485,5.265146e+02,2.910987e-02,3.081156e-01,9.157314e-01,1.077013e-05,5.238980e+02,1.363646e+00
621,0.547952,5.252513e+02,3.122872e-02,3.078057e-01,9.139162e-01,1.077235e-05,5.226360e+02,1.362372e+00
622,0.545547,5.239908e+02,3.574845e-02,3.075049e-01,9.120977e-01,1.077163e-05,5.213744e+02,1.361068e+00
623,0.544367,5.227376e+02,4.219409e-02,3.072055e-01,9.103000e-01,1.077318e-05,5.201181e+02,1.359804e+00
624,0.545632,5.214788e+02,3.457539e-02,3.069094e-01,9.085625e-01,1.078111e-05,5.188701e+02,1.358657e+00
625,0.543081,5.202152e+02,2.567210e-02,3.066703e-01,9.069545e-01,1.078731e-05,5.176183e+02,1.357631e+00
626,0.545321,5.189581e+02,1.681029e-02,3.065100e-01,9.055284e-01,1.079126e-05,5.163724e+02,1.356777e+00
627,0.546365,5.177292e+02,2.243093e-02,3.063177e-01,9.040229e-01,1.079549e-05,5.151406e+02,1.355836e+00
628,0.546786,5.164998e+02,1.773958e-02,3.060797e-01,9.024418e-01,1.080431e-05,5.139186e+02,1.354849e+00
629,0.546087,5.152784e+02,1.857886e-02,3.058244e-01,9.008022e-01,1.081090e-05,5.126994e+02,1.353777e+00
630,0.546848,5.140579e+02,1.927055e-02,3.055599e-01,8.991169e-01,1.081405e-05,5.114813e+02,1.352624e+00
631,0.545976,5.128437e+02,2.334928e-02,3.052846e-01,8.973971e-01,1.081537e-05,5.102662e+02,1.351416e+00
632,0.547413,5.116319e+02,2.197212e-02,3.049847e-01,8.956503e-01,1.081978e-05,5.090591e+02,1.350205e+00
633,0.544183,5.104245e+02,1.878215e-02,3.046735e-01,8.939003e-01,1.082573e-05,5.078581e+02,1.349003e+00
634,0.544214,5.092221e+02,1.740369e-02,3.043932e-01,8.922501e-01,1.083091e-05,5.066601e+02,1.347901e+00
635,0.547469,5.080231e+02,1.794649e-02,3.041026e-01,8.905466e-01,1.083272e-05,5.054638e+02,1.346709e+00
636,0.545207,5.068310e+02,2.186743e-02,3.037974e-01,8.887939e-01,1.083300e-05,5.042711e+02,1.345449e+00
637,0.543522,5.056404e+02,1.920039e-02,3.034618e-01,8.869924e-01,1.083664e-05,5.030865e+02,1.344163e+00
638,0.544422,5.044556e+02,1.720623e-02,3.031085e-01,8.851498e-01,1.084088e-05,5.019073e+02,1.342833e+00
639,0.546621,5.032747e+02,1.658670e-02,3.027504e-01,8.832734e-01,1.084276e-05,5.007306e+02,1.341441e+00
640,0.544911,5.020970e+02,1.669533e-02,3.023892e-01,8.813676e-01,1.084242e-05,4.995565e+02,1.339993e+00
641,0.545425,5.009255e+02,1.824730e-02,3.020179e-01,8.794346e-01,1.084229e-05,4.983872e+02,1.338511e+00
642,0.545265,4.997562e+02,1.514187e-02,3.016285e-01,8.774758e-01,1.084507e-05,4.972249e+02,1.337023e+00
643,0.548086,4.985929e+02,1.399583e-02,3.012343e-01,8.754981e-01,1.084752e-05,4.960667e+02,1.335506e+00
644,0.545896,4.974329e+02,1.357520e-02,3.008421e-01,8.735061e-01,1.084805e-05,4.949110e+02,1.333954e+00
645,0.546764,4.962776e+02,1.454745e-02,3.004503e-01,8.715025e-01,1.084741e-05,4.937587e+02,1.332376e+00
646,0.547865,4.951293e+02,1.720591e-02,3.000503e-01,8.694878e-01,1.084823e-05,4.926118e+02,1.330799e+00
647,0.546252,4.939820e+02,1.460406e-02,2.996736e-01,8.675747e-01,1.085224e-05,4.914708e+02,1.329359e+00
648,0.546182,4.928390e+02,1.268425e-02,2.993462e-01,8.658158e-01,1.085668e-05,4.903330e+02,1.328092e+00
649,0.544631,4.916993e+02,1.254548e-02,2.990183e-01,8.640263e-01,1.085803e-05,4.891970e+02,1.326767e+00
650,0.550499,4.905658e+02,1.559882e-02,2.986859e-01,8.622089e-01,1.085767e-05,4.880639e+02,1.325400e+00
651,0.550475,4.894349e+02,1.440810e-02,2.983332e-01,8.603626e-01,1.086027e-05,4.869378e+02,1.324028e+00
652,0.547501,4.883088e+02,1.239443e-02,2.979669e-01,8.584919e-01,1.086432e-05,4.858173e+02,1.322642e+00
653,0.544999,4.871869e+02,1.231359e-02,2.976007e-01,8.566022e-01,1.086621e-05,4.846992e+02,1.321216e+00
654,0.547952,4.860677e+02,1.275995e-02,2.972363e-01,8.546962e-01,1.086578e-05,4.835833e+02,1.319749e+00
655,0.544374,4.849544e+02,1.501418e-02,2.968672e-01,8.527746e-01,1.086525e-05,4.824715e+02,1.318258e+00
656,0.546978,4.838431e+02,1.273517e-02,2.964835e-01,8.508372e-01,1.086768e-05,4.813663e+02,1.316769e+00
657,0.544663,4.827374e+02,1.198078e-02,2.960967e-01,8.488886e-01,1.087011e-05,4.802651e+02,1.315259e+00
658,0.547063,4.816347e+02,1.195319e-02,2.957139e-01,8.469322e-01,1.087074e-05,4.791663e+02,1.313717e+00
659,0.547027,4.805367e+02,1.381922e-02,2.953338e-01,8.449696e-01,1.087011e-05,4.780704e+02,1.312149e+00
660,0.547470,4.794439e+02,1.268017e-02,2.951493e-01,8.436993e-01,1.088007e-05,4.769810e+02,1.311426e+00
661,0.548953,4.783548e+02,1.335316e-02,2.949512e-01,8.423519e-01,1.088614e-05,4.758935e+02,1.310581e+00
662,0.544611,4.772664e+02,1.366085e-02,2.947401e-01,8.409325e-01,1.088832e-05,4.748075e+02,1.309625e+00
663,0.546935,4.761874e+02,2.000744e-02,2.945086e-01,8.394455e-01,1.088910e-05,4.737249e+02,1.308584e+00
664,0.547471,4.751054e+02,1.476466e-02,2.942351e-01,8.378905e-01,1.089501e-05,4.726510e+02,1.307516e+00
665,0.548159,4.740316e+02,1.467785e-02,2.939444e-01,8.362792e-01,1.089965e-05,4.715803e+02,1.306377e+00
666,0.546183,4.729590e+02,1.476186e-02,2.936462e-01,8.346185e-01,1.090086e-05,4.705108e+02,1.305154e+00
667,0.546962,4.718897e+02,1.621456e-02,2.933401e-01,8.329136e-01,1.089948e-05,4.694434e+02,1.303857e+00
668,0.546085,4.708264e+02,1.840633e-02,2.930158e-01,8.311678e-01,1.089931e-05,4.683813e+02,1.302521e+00
669,0.545822,4.697641e+02,1.492860e-02,2.926671e-01,8.293844e-01,1.090278e-05,4.673260e+02,1.301169e+00
670,0.547579,4.687080e+02,1.477736e-02,2.923134e-01,8.275730e-01,1.090508e-05,4.662736e+02,1.299767e+00
671,0.546121,4.676536e+02,1.457695e-02,2.919604e-01,8.257389e-01,1.090508e-05,4.652230e+02,1.298312e+00
672,0.552746,4.666037e+02,1.612982e-02,2.916060e-01,8.238863e-01,1.090386e-05,4.641752e+02,1.296818e+00
673,0.546792,4.655574e+02,1.631877e-02,2.912398e-01,8.220167e-01,1.090482e-05,4.631325e+02,1.295318e+00
674,0.543981,4.645140e+02,1.422309e-02,2.908619e-01,8.201332e-01,1.090815e-05,4.620950e+02,1.293818e+00
675,0.543289,4.634753e+02,1.400996e-02,2.904852e-01,8.182412e-01,1.091036e-05,4.610603e+02,1.292296e+00
676,0.548836,4.624390e+02,1.401861e-02,2.901126e-01,8.163433e-01,1.091063e-05,4.600277e+02,1.290751e+00
677,0.544852,4.614073e+02,1.553385e-02,2.897403e-01,8.144403e-01,1.091018e-05,4.589983e+02,1.289196e+00
678,0.544875,4.603785e+02,1.492466e-02,2.893590e-01,8.125316e-01,1.091174e-05,4.579740e+02,1.287653e+00
