epoch,s_per_epoch,total,contrib_pde,contrib_bc,contrib_ic,contrib_interface,contrib_pde_mech,contrib_bc_mech
1004,0.544285,2.472057e+02,7.629168e-03,2.007228e-01,3.912206e-01,1.161913e-05,2.457124e+02,8.937295e-01
1005,0.544013,2.467921e+02,7.450554e-03,2.004399e-01,3.901068e-01,1.161585e-05,2.453017e+02,8.924498e-01
1006,0.546106,2.463805e+02,7.264630e-03,2.001524e-01,3.889740e-01,1.161201e-05,2.448930e+02,8.911270e-01
1007,0.543506,2.459704e+02,7.070714e-03,1.998599e-01,3.878203e-01,1.160789e-05,2.444858e+02,8.897597e-01
1008,0.544993,2.455612e+02,6.870465e-03,1.995624e-01,3.866463e-01,1.160378e-05,2.440797e+02,8.883528e-01
1009,0.546506,2.451527e+02,6.666957e-03,1.992605e-01,3.854549e-01,1.159990e-05,2.436744e+02,8.869163e-01
1010,0.547529,2.447449e+02,6.463817e-03,1.989552e-01,3.842507e-01,1.159639e-05,2.432697e+02,8.854640e-01
1011,0.547880,2.443406e+02,8.962162e-03,1.986480e-01,3.830394e-01,1.159328e-05,2.428659e+02,8.840108e-01
1012,0.547599,2.439358e+02,9.866696e-03,1.983620e-01,3.818854e-01,1.159183e-05,2.424630e+02,8.826574e-01
1013,0.546980,2.435316e+02,1.024653e-02,1.980847e-01,3.807562e-01,1.159103e-05,2.420611e+02,8.813585e-01
1014,0.543187,2.431282e+02,1.044112e-02,1.978124e-01,3.796431e-01,1.159040e-05,2.416602e+02,8.801012e-01
1015,0.544209,2.427259e+02,1.053367e-02,1.975434e-01,3.785416e-01,1.158958e-05,2.412604e+02,8.788765e-01
1016,0.545405,2.423248e+02,1.055476e-02,1.972765e-01,3.774488e-01,1.158839e-05,2.408618e+02,8.776748e-01
1017,0.548541,2.419248e+02,1.051903e-02,1.970109e-01,3.763617e-01,1.158673e-05,2.404644e+02,8.764856e-01
1018,0.545933,2.415259e+02,1.043632e-02,1.967458e-01,3.752773e-01,1.158462e-05,2.400681e+02,8.752981e-01
1019,0.546108,2.411278e+02,1.031542e-02,1.964803e-01,3.741928e-01,1.158218e-05,2.396727e+02,8.741021e-01
1020,0.543618,2.407304e+02,1.016481e-02,1.962137e-01,3.731056e-01,1.157952e-05,2.392780e+02,8.728895e-01
1021,0.546326,2.403337e+02,9.992256e-03,1.959453e-01,3.720135e-01,1.157681e-05,2.388841e+02,8.716551e-01
1022,0.546085,2.399378e+02,9.804231e-03,1.956744e-01,3.709149e-01,1.157417e-05,2.384910e+02,8.703969e-01
1023,0.543357,2.395440e+02,1.082673e-02,1.954006e-01,3.698090e-01,1.157167e-05,2.380989e+02,8.691161e-01
1024,0.546543,2.391511e+02,1.134905e-02,1.951410e-01,3.687569e-01,1.157096e-05,2.377079e+02,8.679217e-01
1025,0.543038,2.387591e+02,1.151264e-02,1.948838e-01,3.677182e-01,1.157084e-05,2.373182e+02,8.667483e-01
1026,0.542566,2.383681e+02,1.157533e-02,1.946265e-01,3.666830e-01,1.157087e-05,2.369297e+02,8.655825e-01
1027,0.550425,2.379782e+02,1.158921e-02,1.943676e-01,3.656468e-01,1.157072e-05,2.365421e+02,8.644192e-01
1028,0.545191,2.375889e+02,1.156741e-02,1.941067e-01,3.646072e-01,1.157021e-05,2.361554e+02,8.632558e-01
1029,0.545670,2.372003e+02,1.151015e-02,1.938435e-01,3.635631e-01,1.156923e-05,2.357693e+02,8.620902e-01
1030,0.548926,2.368125e+02,1.141462e-02,1.935783e-01,3.625139e-01,1.156778e-05,2.353841e+02,8.609206e-01
1031,0.550131,2.364259e+02,1.172865e-02,1.933111e-01,3.614596e-01,1.156593e-05,2.349996e+02,8.597444e-01
1032,0.558342,2.360403e+02,1.201363e-02,1.930547e-01,3.604320e-01,1.156424e-05,2.346162e+02,8.586022e-01
1033,0.562831,2.356554e+02,1.202830e-02,1.927989e-01,3.594052e-01,1.156248e-05,2.342337e+02,8.574562e-01
1034,0.552894,2.352715e+02,1.194768e-02,1.925419e-01,3.583746e-01,1.156069e-05,2.338523e+02,8.562981e-01
1035,0.563325,2.348884e+02,1.181125e-02,1.922830e-01,3.573383e-01,1.155895e-05,2.334718e+02,8.551236e-01
1036,0.551211,2.345061e+02,1.163868e-02,1.920216e-01,3.562953e-01,1.155727e-05,2.330922e+02,8.539306e-01
1037,0.551747,2.341247e+02,1.144209e-02,1.917573e-01,3.552452e-01,1.155567e-05,2.327135e+02,8.527189e-01
1038,0.545706,2.337441e+02,1.122930e-02,1.914900e-01,3.541880e-01,1.155414e-05,2.323357e+02,8.514894e-01
1039,0.545896,2.333642e+02,1.100546e-02,1.912196e-01,3.531240e-01,1.155267e-05,2.319586e+02,8.502439e-01
1040,0.546859,2.329852e+02,1.077414e-02,1.909463e-01,3.520536e-01,1.155127e-05,2.315824e+02,8.489851e-01
1041,0.550203,2.326070e+02,1.053825e-02,1.906702e-01,3.509775e-01,1.155000e-05,2.312071e+02,8.477156e-01
1042,0.549716,2.322297e+02,1.030068e-02,1.903917e-01,3.498966e-01,1.154896e-05,2.308327e+02,8.464380e-01
1043,0.551036,2.318533e+02,1.006471e-02,1.901111e-01,3.488115e-01,1.154732e-05,2.304592e+02,8.451546e-01
1044,0.550715,2.314778e+02,9.834233e-03,1.898288e-01,3.477230e-01,1.154525e-05,2.300865e+02,8.438669e-01
1045,0.548174,2.311032e+02,9.613684e-03,1.895453e-01,3.466319e-01,1.154310e-05,2.297148e+02,8.425762e-01
1046,0.546835,2.307294e+02,9.408008e-03,1.892609e-01,3.455387e-01,1.154088e-05,2.293439e+02,8.412827e-01
1047,0.545482,2.303565e+02,9.222549e-03,1.889758e-01,3.444440e-01,1.153864e-05,2.289738e+02,8.399867e-01
1048,0.543245,2.299844e+02,9.063041e-03,1.886903e-01,3.433480e-01,1.153640e-05,2.286046e+02,8.386880e-01
1049,0.544600,2.296131e+02,8.935729e-03,1.884044e-01,3.422511e-01,1.153418e-05,2.282361e+02,8.373863e-01
1050,0.543126,2.292427e+02,8.847645e-03,1.881181e-01,3.411534e-01,1.153198e-05,2.278685e+02,8.360816e-01
1051,0.544995,2.288731e+02,8.807039e-03,1.878314e-01,3.400550e-01,1.152981e-05,2.275016e+02,8.347740e-01
1052,0.544729,2.285043e+02,8.823885e-03,1.875442e-01,3.389560e-01,1.152767e-05,2.271355e+02,8.334636e-01
1053,0.553631,2.281364e+02,8.910262e-03,1.872563e-01,3.378561e-01,1.152553e-05,2.267702e+02,8.321509e-01
1054,0.552756,2.277692e+02,9.079916e-03,1.869673e-01,3.367551e-01,1.152340e-05,2.264056e+02,8.308360e-01
1055,0.547097,2.274028e+02,9.344986e-03,1.866769e-01,3.356519e-01,1.152126e-05,2.260416e+02,8.295185e-01
1056,0.547413,2.270368e+02,9.702863e-03,1.863840e-01,3.345445e-01,1.151907e-05,2.256780e+02,8.281965e-01
1057,0.543969,2.266712e+02,1.008567e-02,1.860869e-01,3.334282e-01,1.151679e-05,2.253147e+02,8.268655e-01
1058,0.543670,2.263048e+02,1.014672e-02,1.857817e-01,3.322931e-01,1.151426e-05,2.249511e+02,8.255147e-01
1059,0.546951,2.259350e+02,8.439305e-03,1.854591e-01,3.311153e-01,1.151115e-05,2.245858e+02,8.241178e-01
1060,0.546130,2.255713e+02,1.794375e-02,1.851007e-01,3.298458e-01,1.150669e-05,2.242158e+02,8.226202e-01
1061,0.546376,2.252067e+02,1.306768e-02,1.848714e-01,3.288813e-01,1.150665e-05,2.238584e+02,8.214547e-01
1062,0.545593,2.248497e+02,7.380103e-03,1.847124e-01,3.280820e-01,1.150891e-05,2.235091e+02,8.204698e-01
1063,0.546088,2.244940e+02,8.182563e-03,1.844953e-01,3.271423e-01,1.150893e-05,2.231549e+02,8.193331e-01
1064,0.546027,2.241321e+02,7.148204e-03,1.842269e-01,3.260806e-01,1.150687e-05,2.227965e+02,8.180647e-01
1065,0.545991,2.237731e+02,1.422034e-02,1.839115e-01,3.249077e-01,1.150296e-05,2.224334e+02,8.166752e-01
1066,0.546243,2.234149e+02,1.076920e-02,1.836903e-01,3.239794e-01,1.150287e-05,2.220809e+02,8.155553e-01
1067,0.543446,2.230614e+02,6.936264e-03,1.835073e-01,3.231528e-01,1.150437e-05,2.217332e+02,8.145471e-01
1068,0.546294,2.227066e+02,6.973095e-03,1.832749e-01,3.222078e-01,1.150388e-05,2.213807e+02,8.134075e-01
1069,0.542482,2.223512e+02,1.076462e-02,1.829995e-01,3.211597e-01,1.150164e-05,2.210241e+02,8.121518e-01
1070,0.545607,2.219992e+02,1.262006e-02,1.827652e-01,3.202189e-01,1.150106e-05,2.206726e+02,8.110115e-01
1071,0.547511,2.216478e+02,7.112494e-03,1.825928e-01,3.194369e-01,1.150295e-05,2.203286e+02,8.100435e-01
1072,0.547245,2.212970e+02,7.163522e-03,1.823727e-01,3.185386e-01,1.150290e-05,2.199799e+02,8.089435e-01
1073,0.546816,2.209442e+02,1.004509e-02,1.821076e-01,3.175304e-01,1.150102e-05,2.196268e+02,8.077186e-01
1074,0.545496,2.205970e+02,1.483459e-02,1.818681e-01,3.165893e-01,1.150019e-05,2.192771e+02,8.065649e-01
1075,0.544358,2.202486e+02,7.326038e-03,1.817162e-01,3.158688e-01,1.150289e-05,2.189380e+02,8.056532e-01
1076,0.543242,2.199020e+02,7.571499e-03,1.815093e-01,3.150139e-01,1.150337e-05,2.185933e+02,8.045909e-01
1077,0.551026,2.195502e+02,8.223095e-03,1.812489e-01,3.140286e-01,1.150169e-05,2.182433e+02,8.033829e-01
1078,0.545937,2.192128e+02,2.405147e-02,1.809771e-01,3.130176e-01,1.149961e-05,2.178926e+02,8.021452e-01
1079,0.544627,2.188672e+02,8.673030e-03,1.808922e-01,3.124740e-01,1.150505e-05,2.175637e+02,8.014271e-01
1080,0.550180,2.185299e+02,1.010536e-02,1.807416e-01,3.117701e-01,1.150779e-05,2.172268e+02,8.005316e-01
1081,0.556334,2.181876e+02,1.025297e-02,1.805483e-01,3.109646e-01,1.150862e-05,2.168863e+02,7.995240e-01
1082,0.556830,2.178429e+02,1.020311e-02,1.803215e-01,3.100803e-01,1.150795e-05,2.165438e+02,7.984296e-01
1083,0.560152,2.174951e+02,9.467830e-03,1.800617e-01,3.091179e-01,1.150591e-05,2.161992e+02,7.972482e-01
1084,0.559445,2.171420e+02,8.038066e-03,1.797596e-01,3.080536e-01,1.150236e-05,2.158501e+02,7.959518e-01
1085,0.557181,2.168497e+02,6.925026e-02,1.794376e-01,3.069410e-01,1.149840e-05,2.154995e+02,7.945989e-01
1086,0.551395,2.164864e+02,9.289804e-03,1.796304e-01,3.070985e-01,1.151523e-05,2.151957e+02,7.946654e-01
1087,0.561888,2.161623e+02,7.437461e-03,1.797685e-01,3.071237e-01,1.152950e-05,2.148733e+02,7.945867e-01
1088,0.551163,2.158383e+02,7.494669e-03,1.798586e-01,3.070376e-01,1.153953e-05,2.145495e+02,7.943883e-01
1089,0.555922,2.155118e+02,7.940660e-03,1.799029e-01,3.068488e-01,1.154675e-05,2.142230e+02,7.940799e-01
1090,0.555665,2.151810e+02,8.449242e-03,1.799045e-01,3.065659e-01,1.155141e-05,2.138924e+02,7.936698e-01
1091,0.551118,2.148467e+02,8.914371e-03,1.798673e-01,3.061983e-01,1.155347e-05,2.135585e+02,7.931659e-01
1092,0.557383,2.145107e+02,9.298527e-03,1.797959e-01,3.057559e-01,1.155376e-05,2.132233e+02,7.925762e-01
1093,0.558575,2.141751e+02,9.591283e-03,1.796952e-01,3.052489e-01,1.155322e-05,2.128886e+02,7.919090e-01
1094,0.561339,2.138405e+02,9.787061e-03,1.795700e-01,3.046869e-01,1.155272e-05,2.125553e+02,7.911727e-01
1095,0.553929,2.135068e+02,9.879725e-03,1.794248e-01,3.040783e-01,1.155294e-05,2.122230e+02,7.903752e-01
1096,0.556584,2.131733e+02,9.869042e-03,1.792632e-01,3.034302e-01,1.155421e-05,2.118912e+02,7.895243e-01
1097,0.554898,2.128396e+02,9.766823e-03,1.790882e-01,3.027482e-01,1.155656e-05,2.115594e+02,7.886270e-01
1098,0.546291,2.125061e+02,9.595739e-03,1.789019e-01,3.020363e-01,1.155973e-05,2.112278e+02,7.876899e-01
1099,0.544421,2.121731e+02,9.382155e-03,1.787055e-01,3.012972e-01,1.156328e-05,2.108969e+02,7.867184e-01
1100,0.550128,2.118411e+02,9.148228e-03,1.784999e-01,3.005326e-01,1.156670e-05,2.105672e+02,7.857171e-01
1101,0.549972,2.115105e+02,8.907753e-03,1.782853e-01,2.997436e-01,1.156951e-05,2.102389e+02,7.846895e-01
1102,0.554096,2.111812e+02,8.666791e-03,1.780619e-01,2.989313e-01,1.157139e-05,2.099119e+02,7.836384e-01
1103,0.546366,2.108530e+02,8.427069e-03,1.778298e-01,2.980968e-01,1.157217e-05,2.095861e+02,7.825659e-01
1104,0.549275,2.105256e+02,8.189496e-03,1.775894e-01,2.972419e-01,1.157191e-05,2.092611e+02,7.814742e-01
1105,0.552591,2.101988e+02,7.956241e-03,1.773416e-01,2.963688e-01,1.157081e-05,2.089368e+02,7.803652e-01
1106,0.547192,2.098726e+02,7.731091e-03,1.770874e-01,2.954805e-01,1.156917e-05,2.086130e+02,7.792415e-01
1107,0.552194,2.095468e+02,7.518667e-03,1.768282e-01,2.945804e-01,1.156732e-05,2.082897e+02,7.781058e-01
1108,0.545078,2.092214e+02,7.323232e-03,1.765655e-01,2.936720e-01,1.156556e-05,2.079669e+02,7.769613e-01
1109,0.544678,2.088966e+02,7.147753e-03,1.763008e-01,2.927588e-01,1.156409e-05,2.076445e+02,7.758112e-01
1110,0.547239,2.085724e+02,6.993488e-03,1.760357e-01,2.918438e-01,1.156303e-05,2.073229e+02,7.746587e-01
1111,0.545597,2.082490e+02,6.860124e-03,1.757712e-01,2.909296e-01,1.156234e-05,2.070020e+02,7.735063e-01
1112,0.546237,2.079273e+02,7.522675e-03,1.755083e-01,2.900178e-01,1.156194e-05,2.066819e+02,7.723557e-01
1113,0.545058,2.076062e+02,7.855238e-03,1.752639e-01,2.891631e-01,1.156311e-05,2.063626e+02,7.713055e-01
1114,0.543158,2.072857e+02,7.966151e-03,1.750275e-01,2.883309e-01,1.156472e-05,2.060441e+02,7.702919e-01
1115,0.544393,2.069699e+02,1.200818e-02,1.747963e-01,2.875114e-01,1.156635e-05,2.057262e+02,7.692959e-01
1116,0.543833,2.066408e+02,7.939800e-03,1.745258e-01,2.866125e-01,1.157092e-05,2.054035e+02,7.682095e-01
1117,0.545156,2.063046e+02,9.520762e-03,1.742037e-01,2.856082e-01,1.157776e-05,2.050682e+02,7.669989e-01
1118,0.546314,2.059686e+02,9.179870e-03,1.738368e-01,2.845125e-01,1.158678e-05,2.047354e+02,7.656756e-01
1119,0.542358,2.056431e+02,7.113217e-03,1.734615e-01,2.834082e-01,1.159615e-05,2.044148e+02,7.643461e-01
1120,0.543731,2.053242e+02,6.478193e-03,1.730824e-01,2.822814e-01,1.160220e-05,2.040994e+02,7.629483e-01
1121,0.543719,2.050062e+02,6.294637e-03,1.727079e-01,2.811492e-01,1.160436e-05,2.037845e+02,7.615003e-01
1122,0.545204,2.046881e+02,6.399043e-03,1.723406e-01,2.800185e-01,1.160300e-05,2.034693e+02,7.600139e-01
1123,0.542876,2.043719e+02,8.148052e-03,1.719810e-01,2.788931e-01,1.159900e-05,2.031544e+02,7.585018e-01
1124,0.545273,2.040595e+02,1.281271e-02,1.716370e-01,2.777958e-01,1.159388e-05,2.028402e+02,7.570151e-01
1125,0.546060,2.037471e+02,1.672298e-02,1.713118e-01,2.767175e-01,1.158794e-05,2.025268e+02,7.555442e-01
1126,0.547493,2.034320e+02,1.806489e-02,1.709924e-01,2.756358e-01,1.158182e-05,2.022133e+02,7.540733e-01
1127,0.542626,2.031106e+02,1.642080e-02,1.706568e-01,2.745099e-01,1.157567e-05,2.018965e+02,7.525650e-01
1128,0.545083,2.028487e+02,7.888172e-02,1.702928e-01,2.733222e-01,1.156981e-05,2.015752e+02,7.510068e-01
1129,0.545528,2.025031e+02,9.973035e-03,1.704479e-01,2.733799e-01,1.158724e-05,2.012983e+02,7.509394e-01
1130,0.548821,2.022082e+02,7.705876e-03,1.705609e-01,2.733360e-01,1.160262e-05,2.010059e+02,7.507825e-01
1131,0.545312,2.019151e+02,7.751862e-03,1.706299e-01,2.732032e-01,1.161523e-05,2.007129e+02,7.505511e-01
1132,0.545878,2.016188e+02,8.099989e-03,1.706564e-01,2.729858e-01,1.162351e-05,2.004169e+02,7.502433e-01
1133,0.545047,2.013173e+02,8.460369e-03,1.706427e-01,2.726878e-01,1.162811e-05,2.001156e+02,7.498528e-01
1134,0.542586,2.010114e+02,8.742132e-03,1.705925e-01,2.723145e-01,1.162996e-05,1.998104e+02,7.493727e-01
1135,0.544348,2.007041e+02,8.914374e-03,1.705103e-01,2.718721e-01,1.162914e-05,1.995040e+02,7.487979e-01
1136,0.546409,2.003979e+02,8.980815e-03,1.704012e-01,2.713681e-01,1.162668e-05,1.991990e+02,7.481265e-01
1137,0.543794,2.000936e+02,8.963854e-03,1.702701e-01,2.708103e-01,1.162366e-05,1.988962e+02,7.473614e-01
1138,0.543188,1.997904e+02,8.889806e-03,1.701213e-01,2.702063e-01,1.162102e-05,1.985946e+02,7.465100e-01
1139,0.543790,1.994870e+02,8.779848e-03,1.699583e-01,2.695633e-01,1.161942e-05,1.982931e+02,7.455834e-01
1140,0.544214,1.991828e+02,8.647946e-03,1.697837e-01,2.688874e-01,1.161914e-05,1.979909e+02,7.445957e-01
1141,0.544867,1.988781e+02,8.502560e-03,1.695991e-01,2.681836e-01,1.162011e-05,1.976883e+02,7.435621e-01
1142,0.546300,1.985739e+02,8.348359e-03,1.694053e-01,2.674559e-01,1.162197e-05,1.973862e+02,7.424970e-01
1143,0.545737,1.982710e+02,8.186792e-03,1.692024e-01,2.667069e-01,1.162420e-05,1.970855e+02,7.414130e-01
1144,0.543658,1.979698e+02,8.016600e-03,1.689905e-01,2.659388e-01,1.162626e-05,1.967866e+02,7.403189e-01
1145,0.547621,1.976703e+02,7.835237e-03,1.687693e-01,2.651527e-01,1.162771e-05,1.964893e+02,7.392203e-01
1146,0.551793,1.973719e+02,7.640946e-03,1.685389e-01,2.643499e-01,1.162826e-05,1.961932e+02,7.381189e-01
1147,0.543443,1.970742e+02,7.434456e-03,1.682999e-01,2.635316e-01,1.162785e-05,1.958979e+02,7.370140e-01
1148,0.543241,1.967768e+02,7.219564e-03,1.680530e-01,2.626994e-01,1.162659e-05,1.956029e+02,7.359032e-01
1149,0.546816,1.964796e+02,7.002507e-03,1.677997e-01,2.618555e-01,1.162473e-05,1.953082e+02,7.347837e-01
1150,0.546315,1.961826e+02,6.790564e-03,1.675415e-01,2.610025e-01,1.162258e-05,1.950136e+02,7.336534e-01
1151,0.545736,1.958858e+02,6.590517e-03,1.672805e-01,2.601433e-01,1.162044e-05,1.947193e+02,7.325116e-01
1152,0.545641,1.955896e+02,6.407489e-03,1.670183e-01,2.592809e-01,1.161851e-05,1.944255e+02,7.313592e-01
1153,0.543712,1.952941e+02,6.244375e-03,1.667567e-01,2.584184e-01,1.161692e-05,1.941324e+02,7.301989e-01
1154,0.545276,1.949994e+02,6.101861e-03,1.664970e-01,2.575581e-01,1.161568e-05,1.938402e+02,7.290343e-01
1155,0.545867,1.947056e+02,5.978900e-03,1.662401e-01,2.567019e-01,1.161469e-05,1.935488e+02,7.278695e-01
1156,0.554852,1.944124e+02,5.873424e-03,1.659866e-01,2.558512e-01,1.161385e-05,1.932580e+02,7.267083e-01
1157,0.547757,1.941199e+02,5.783144e-03,1.657365e-01,2.550064e-01,1.161302e-05,1.929678e+02,7.255535e-01
1158,0.543795,1.938279e+02,5.706271e-03,1.654895e-01,2.541673e-01,1.161211e-05,1.926781e+02,7.244067e-01
1159,0.545504,1.935365e+02,5.642107e-03,1.652451e-01,2.533331e-01,1.161070e-05,1.923890e+02,7.232675e-01
1160,0.544376,1.932460e+02,5.591468e-03,1.650025e-01,2.525025e-01,1.160860e-05,1.921007e+02,7.221346e-01
1161,0.546614,1.929562e+02,5.557003e-03,1.647610e-01,2.516743e-01,1.160619e-05,1.918132e+02,7.210054e-01
1162,0.545278,1.926673e+02,5.543480e-03,1.645197e-01,2.508469e-01,1.160357e-05,1.915265e+02,7.198769e-01
1163,0.547010,1.923791e+02,5.558173e-03,1.642780e-01,2.500191e-01,1.160085e-05,1.912405e+02,7.187462e-01
1164,0.546044,1.920914e+02,5.611519e-03,1.640352e-01,2.491899e-01,1.159814e-05,1.909550e+02,7.176109e-01
1165,0.545155,1.918061e+02,7.594613e-03,1.637910e-01,2.483585e-01,1.159552e-05,1.906698e+02,7.164696e-01
1166,0.542754,1.915203e+02,8.528492e-03,1.635672e-01,2.475781e-01,1.159462e-05,1.903852e+02,7.154149e-01
1167,0.542889,1.912347e+02,9.091078e-03,1.633500e-01,2.468152e-01,1.159434e-05,1.901011e+02,7.143893e-01
1168,0.552132,1.909497e+02,9.587786e-03,1.631350e-01,2.460589e-01,1.159420e-05,1.898175e+02,7.133750e-01
1169,0.545893,1.906651e+02,1.011210e-02,1.629196e-01,2.453031e-01,1.159385e-05,1.895344e+02,7.123618e-01
1170,0.543370,1.903823e+02,1.214529e-02,1.627020e-01,2.445430e-01,1.159304e-05,1.892516e+02,7.113427e-01
1171,0.542830,1.900989e+02,1.315420e-02,1.624916e-01,2.438047e-01,1.159252e-05,1.889691e+02,7.103659e-01
1172,0.544530,1.898156e+02,1.416185e-02,1.622811e-01,2.430686e-01,1.159169e-05,1.886867e+02,7.093978e-01
1173,0.545282,1.895319e+02,1.521146e-02,1.620650e-01,2.423205e-01,1.159019e-05,1.884038e+02,7.084146e-01
1174,0.544510,1.892460e+02,1.584748e-02,1.618355e-01,2.415411e-01,1.158765e-05,1.881194e+02,7.073881e-01
1175,0.542776,1.889530e+02,1.457307e-02,1.615762e-01,2.406924e-01,1.158340e-05,1.878298e+02,7.062679e-01
1176,0.544259,1.887262e+02,8.866346e-02,1.612717e-01,2.397373e-01,1.157182e-05,1.875315e+02,7.050036e-01
1177,0.544602,1.884163e+02,1.451018e-02,1.614885e-01,2.399328e-01,1.158255e-05,1.872953e+02,7.051087e-01
1178,0.544160,1.881472e+02,5.690215e-03,1.616533e-01,2.400162e-01,1.158646e-05,1.870347e+02,7.050845e-01
1179,0.547310,1.878844e+02,5.372098e-03,1.617702e-01,2.400016e-01,1.158922e-05,1.867723e+02,7.049482e-01
1180,0.544297,1.876187e+02,5.511766e-03,1.618414e-01,2.398974e-01,1.158783e-05,1.865067e+02,7.047128e-01
1181,0.544786,1.873481e+02,5.735666e-03,1.618699e-01,2.397116e-01,1.158614e-05,1.862364e+02,7.043873e-01
1182,0.543833,1.870756e+02,7.987338e-03,1.618597e-01,2.394526e-01,1.158121e-05,1.859623e+02,7.039791e-01
1183,0.544944,1.867995e+02,8.492846e-03,1.618172e-01,2.391350e-01,1.157899e-05,1.856865e+02,7.035079e-01
1184,0.545299,1.865236e+02,8.726271e-03,1.617471e-01,2.387642e-01,1.157737e-05,1.854114e+02,7.029704e-01
1185,0.543854,1.862489e+02,8.828787e-03,1.616544e-01,2.383473e-01,1.157635e-05,1.851377e+02,7.023685e-01
1186,0.543235,1.859751e+02,8.858499e-03,1.615438e-01,2.378911e-01,1.157624e-05,1.848651e+02,7.017066e-01
1187,0.543426,1.857016e+02,8.844895e-03,1.614191e-01,2.374015e-01,1.157582e-05,1.845929e+02,7.009897e-01
1188,0.545173,1.854276e+02,8.803752e-03,1.612832e-01,2.368831e-01,1.156612e-05,1.843204e+02,7.002236e-01
1189,0.544183,1.851534e+02,8.743304e-03,1.611378e-01,2.363387e-01,1.156113e-05,1.840478e+02,6.994141e-01
1190,0.545811,1.848795e+02,8.670532e-03,1.609837e-01,2.357703e-01,1.155642e-05,1.837755e+02,6.985666e-01
1191,0.546161,1.846064e+02,8.580905e-03,1.608208e-01,2.351786e-01,1.155493e-05,1.835042e+02,6.976859e-01
1192,0.546012,1.843347e+02,8.475010e-03,1.606487e-01,2.345643e-01,1.155499e-05,1.832342e+02,6.967761e-01
1193,0.545524,1.840642e+02,8.352856e-03,1.604670e-01,2.339277e-01,1.155511e-05,1.829656e+02,6.958404e-01
1194,0.546500,1.837949e+02,8.215864e-03,1.602755e-01,2.332697e-01,1.155462e-05,1.826982e+02,6.948815e-01
1195,0.543430,1.835263e+02,8.067762e-03,1.600743e-01,2.325918e-01,1.154799e-05,1.824316e+02,6.939018e-01
1196,0.545785,1.832587e+02,8.543073e-03,1.598641e-01,2.318964e-01,1.153741e-05,1.821655e+02,6.929040e-01
1197,0.543887,1.829925e+02,1.019500e-02,1.596504e-01,2.311996e-01,1.153199e-05,1.818996e+02,6.919164e-01
1198,0.545875,1.827252e+02,1.058772e-02,1.594405e-01,2.305190e-01,1.152910e-05,1.816337e+02,6.909683e-01
1199,0.546591,1.824579e+02,1.077509e-02,1.592307e-01,2.298423e-01,1.152423e-05,1.813680e+02,6.900332e-01
1200,0.547084,1.821909e+02,1.087351e-02,1.590200e-01,2.291658e-01,1.152204e-05,1.811027e+02,6.891004e-01
1201,0.547304,1.819244e+02,1.092080e-02,1.588087e-01,2.284880e-01,1.152085e-05,1.808380e+02,6.881647e-01
1202,0.545484,1.816586e+02,1.093467e-02,1.585971e-01,2.278085e-01,1.151630e-05,1.805741e+02,6.872231e-01
1203,0.545540,1.813936e+02,1.092402e-02,1.583857e-01,2.271272e-01,1.150753e-05,1.803109e+02,6.862740e-01
1204,0.543925,1.811292e+02,1.089295e-02,1.581747e-01,2.264437e-01,1.149999e-05,1.800483e+02,6.853162e-01
1205,0.546229,1.808652e+02,1.084373e-02,1.579639e-01,2.257576e-01,1.149605e-05,1.797863e+02,6.843485e-01
1206,0.544652,1.806016e+02,1.078263e-02,1.577532e-01,2.250681e-01,1.149359e-05,1.795246e+02,6.833695e-01
1207,0.545799,1.803386e+02,1.070905e-02,1.575419e-01,2.243744e-01,1.149144e-05,1.792636e+02,6.823780e-01
1208,0.549579,1.800761e+02,1.062975e-02,1.573294e-01,2.236754e-01,1.147819e-05,1.790031e+02,6.813726e-01
1209,0.545864,1.798153e+02,1.152661e-02,1.571150e-01,2.229701e-01,1.146914e-05,1.787433e+02,6.803519e-01
1210,0.545819,1.795539e+02,1.053536e-02,1.569547e-01,2.223893e-01,1.146256e-05,1.784845e+02,6.795541e-01
1211,0.543380,1.792942e+02,1.051312e-02,1.567851e-01,2.217866e-01,1.145189e-05,1.782264e+02,6.787146e-01
1212,0.554366,1.790348e+02,1.048903e-02,1.566060e-01,2.211624e-01,1.144425e-05,1.779687e+02,6.778351e-01
1213,0.545837,1.787774e+02,1.220213e-02,1.564178e-01,2.205182e-01,1.144052e-05,1.777113e+02,6.769185e-01
1214,0.545995,1.785191e+02,1.245201e-02,1.562434e-01,2.199073e-01,1.144005e-05,1.774544e+02,6.760624e-01
1215,0.542704,1.782613e+02,1.260492e-02,1.560763e-01,2.193150e-01,1.143729e-05,1.771980e+02,6.752405e-01
1216,0.544750,1.780041e+02,1.255089e-02,1.559167e-01,2.187425e-01,1.143477e-05,1.769424e+02,6.744547e-01
1217,0.546000,1.777475e+02,1.238286e-02,1.557678e-01,2.181994e-01,1.143265e-05,1.766874e+02,6.737221e-01
1218,0.548075,1.774913e+02,1.174012e-02,1.556342e-01,2.176972e-01,1.143079e-05,1.764331e+02,6.730626e-01
1219,0.542557,1.772359e+02,1.072557e-02,1.555417e-01,2.172940e-01,1.143352e-05,1.761798e+02,6.725819e-01
1220,0.543980,1.769818e+02,1.081367e-02,1.554393e-01,2.168722e-01,1.143448e-05,1.759266e+02,6.720626e-01
